1,0,0.000011
2,1,0.000006
3,1,0.000013
4,2,0.000010
5,3,0.000009
6,5,0.000011
7,8,0.000011
8,13,0.000014
9,21,0.000010
10,34,0.000010
11,55,0.000010
12,89,0.000010
13,144,0.000011
14,233,0.000010
15,377,0.000011
16,610,0.000012
17,987,0.000013
18,1597,0.000012
19,2584,0.000014
20,4181,0.000012
21,6765,0.000013
22,10946,0.000013
23,17711,0.000014
24,28657,0.000014
25,46368,0.000014
26,75025,0.000014
27,121393,0.000015
28,196418,0.000015
29,317811,0.000015
30,514229,0.000015
31,832040,0.000015
32,1346269,0.000016
33,2178309,0.000016
34,3524578,0.000016
35,5702887,0.000016
36,9227465,0.000017
37,14930352,0.000017
38,24157817,0.000017
39,39088169,0.000018
40,63245986,0.000017
41,102334155,0.000018
42,165580141,0.000017
43,267914296,0.000017
44,433494437,0.000019
45,701408733,0.000018
46,1134903170,0.000019
47,1836311903,0.000021
48,2971215073,0.000022
49,4807526976,0.000021
50,7778742049,0.000021
51,12586269025,0.000021
52,20365011074,0.000021
53,32951280099,0.000021
54,53316291173,0.000022
55,86267571272,0.000022
56,139583862445,0.000022
57,225851433717,0.000023
58,365435296162,0.000023
59,591286729879,0.000023
60,956722026041,0.000024
61,1548008755920,0.000024
62,2504730781961,0.000024
63,4052739537881,0.000025
64,6557470319842,0.000025
65,10610209857723,0.000025
66,17167680177565,0.000026
67,27777890035288,0.000026
68,44945570212853,0.000026
69,72723460248141,0.000026
70,117669030460994,0.000026
71,190392490709135,0.000027
72,308061521170129,0.000027
73,498454011879264,0.000027
74,806515533049393,0.000027
75,1304969544928657,0.000027
76,2111485077978050,0.000028
77,3416454622906707,0.000028
78,5527939700884757,0.000029
79,8944394323791464,0.000029
80,14472334024676221,0.000029
81,23416728348467685,0.000028
82,37889062373143906,0.000030
83,61305790721611591,0.000030
84,99194853094755497,0.000029
85,160500643816367088,0.000031
86,259695496911122585,0.000031
87,420196140727489673,0.000031
88,679891637638612258,0.000031
89,1100087778366101931,0.000032
90,1779979416004714189,0.000031
91,2880067194370816120,0.000032
92,4660046610375530309,0.000032
93,7540113804746346429,0.000033
94,12200160415121876738,0.000033
95,19740274219868223167,0.000033
96,31940434634990099905,0.000034
97,51680708854858323072,0.000034
98,83621143489848422977,0.000034
99,135301852344706746049,0.000034
100,218922995834555169026,0.000034
